id,webTitle,sectionName,webUrl,text,publicationDate,sentiment,subjectivity
world/2001/apr/11/israel,Tanks attack Palestinian refugee site,World news,https://www.theguardian.com/world/2001/apr/11/israel,"Israeli tanks today bulldozed a refugee camp in Palestinian territory, wrecking 30 homes and triggering an exchange of fire that killed two Palestinians. The assault was retaliation for a mortar attack on Jewish settlements in the Gaza Strip. It was the first time that Israeli troops had entered Palestinian controlled territory since the outbreak of fighting. Residents of the Khan Yunis refugee camp said the attack began when tanks, armoured personnel carriers and bulldozers advanced as helicopters hovered above. Shells were fired at the camp, drawing return fire. The army said Palestinians also fired more mortars at nearby Jewish settlements. ""We started running from our homes ... while they were firing toward us and bulldozers started destroying our homes without giving us a warning,"" said Imad Abu Namous, a father of seven who lost his home in the assault. By daybreak, hundreds of camp residents were sifting through the rubble. One man tried to retrieve a ceiling fan still linked by an electric wire to the remains of the ceiling. A policeman and a civilian died from shrapnel injuries and 27 people were wounded. Palestinian officials complained that Israel had re-entered areas under full Palestinian control. Israel troops withdrew from two thirds of Gaza in 1994, as part of interim peace agreements. However, the Israeli defence minister, Binyamin Ben-Eliezer, said his country had no interest in reoccupying Palestinian territory. He said troops attacked an area from which mortar shells were repeatedly fired at Jewish settlements. ""The order was to go in and destroy the same posts from which our communities were shelled. These are points we don't want the Palestinians to return to,"" he told Israeli radio. Tel Aviv says the Palestinians have fired more than 50 mortar shells at Jewish settlements in recent days. Nabil Aburdeneh, a senior adviser to the Palestinian leader, Yasser Arafat, denied that mortar shells were fired from the razed homes. He called for immediate US intervention. ""The situation has now crossed a red line,"" he said. Interactive Israeli map History of Israel Related articles 10.04.2001: Israel's reservists 'refusing to serve in West Bank' 09.04.2001, World dispatch: Israel wins war of words 07.04.2001: The dove patrolling on the hawk's wing 06.04.2001: Israeli phone bomb kills militant Useful links Member countries of the Arab League Palestine Times Jordan Times Israeli government Palestinian National Authority",2001-04-11T15:02:10Z,"{'polarity': 0.085, 'subjectivity': 0.18791666666666668}",0.18791666666666668
world/2001/apr/27/israel1,"West Bank sees battle, as officials meet",World news,https://www.theguardian.com/world/2001/apr/27/israel1,"Israeli troops rocketed a Palestinian office building and fought a heavy battle with Palestinian gunmen today, just hours after high-ranking security officials from both sides held talks on how to work together in trying to prevent violence. Several Israeli jeeps entered Palestinian territory, witnesses said. Three Palestinians and an Israeli soldier were wounded in the exchange of fire north of the West Bank town of Ramallah, witnesses and doctors said. But the Israeli army said that no soldiers were hurt. Earlier in the day, Israeli and Palestinian security officials had held security talks. A senior Palestinian official, speaking on condition of anonymity, said that he believed that the meeting could pave the way for a resumption of security co-ordination, one of the pillars of interim peace agreements. Israel has said such co-ordination and a complete cessation of violence are a prerequisite for renewing peace talks. The initiative calls for a cease-fire and an Israeli freeze on settlement construction, followed by a resumption of talks on a final peace deal. Israel wants better guarantees that Palestinians will cease attacks and has said that it will not agree to stop all settlement construction. In Jerusalem, the Israeli prime minister, Ariel Sharon, and his foreign minister, Shimon Peres, discussed Israel's response to an Egyptian-Jordanian peace proposal. Mr Sharon has said that he wants to negotiate a long-term interim agreement, not a full peace treaty. Mr Peres is to fly to Cairo on Sunday to explain Israel's reservations about the plan, then head to Washington for talks with the US secretary of state, Colin Powell. In an interview with army radio on Israel's independence day yesterday, Mr Sharon said that, ""after examining the plan, it is clear to me that there must be changes, substantial changes in it."" Today's clashes began after Muslim noon prayers when about 2,000 Palestinians marched to an Israeli army position north of Ramallah. At one point, Palestinian gunmen opened fire at Israeli troops, and a firefight ensued. Among those wounded was a Palestinian security official, who was hit in the chest. When the fighting intensified, Israel fired seven rockets at the Palestinian bureau of statistics, located in Palestinian territory, witnesses said. The missiles heavily damaged the facade, and three Israeli jeeps were seen in the area. In the Gaza Strip, meanwhile, a bomb exploded near a Jewish settlement, wounding an Israeli civilian and a soldier, the army said. Related articles 27.04.2001: Israeli minister in diplomatic U-turn 26.04.2001: Security alert for independence day 24.04.2001: EU ready to take hard line on Israel 23.04.2001: Europe colludes in Israeli trade scams Useful links Palestinian national authority Office of the Israeli prime minister Jerusalem Post Palestine Times Arabic internet network Ha'aretz",2001-04-27T14:00:46Z,"{'polarity': 0.07541666666666667, 'subjectivity': 0.3950000000000001}",0.3950000000000001
world/2001/mar/27/3,International news in brief,World news,https://www.theguardian.com/world/2001/mar/27/3,"Tribunal denies Milosevic move Serbia's justice minister, Vladan Batic, said yesterday that the UN war crimes tribunal had unofficially agreed to give Belgrade a year to hand over the former president Slobodan Milosevic. But the tribunal's chief prosecutor, Carla del Ponte, denied the claim, insisting it was not in her remit ""to give time to arrest somebody"". Reuters, Belgrade Court bails media tycoon Spain's national court freed Russian media magnate Vladimir Gusinsky on bail yesterday, an indication that it would reject a request by Moscow to extradite him on fraud charges, according to court sources. Mr Gusinsky, 48, is wanted in Russia in connection with an alleged multimillion-pound fraud case involving his Media-Most empire. He claims he is a victim of political prosecution because of Media-Most's criticism of President Vladimir Putin. AP, Madrid Russia declares war on terrorism Moscow set up a top-level anti-terrorist unit yesterday after a series of deadly car-bomb attacks in the northern Caucasus prompted warnings that Chechen rebels were bringing their war deeper into Russia. The move came as hundreds turned out for the funerals of 23 blast victims, killed after car bombs exploded in three towns near Chechnya on Saturday. More than 130 people were injured in the explosions. AFP, Moscow Pavarotti loses unpaid bill case Luciano Pavarotti was left with egg on his face yesterday after losing a libel suit over an unpaid £16,000 banquet bill. He had sued over a newspaper interview in which Venice bar owner Arrigo Cipriani suggested the tenor should be considered a star ""not of the score but of the bill, in the sense that he doesn't pay it"". Philip Willan, Rome Rats are back in the kitchen Rat-loving Vietnamese gourmets who feared floods in the Mekong delta would cause a shortage of their favourite meat have been cheered by the arrival of thousands of the rodents to local markets. One report said 270,000 rats had been caught in 34,000 hectares of rice fields in Bac Lieu province so far this year, helping to satisfy the taste for dishes such as rat soup and curried rat. Reuters, Hanoi",2001-03-27T01:51:11Z,"{'polarity': 0.009722222222222222, 'subjectivity': 0.21944444444444444}",0.21944444444444444
world/2001/apr/16/michaelellison1,"After 38 years, race trial gives city chance for justice",World news,https://www.theguardian.com/world/2001/apr/16/michaelellison1,"Three preachers take turns to beat out a strident message devoted to a loving and forgiving saviour, a member of the sparse congregation for the Easter service punctuating their words with an occasional ""amen"" or a ""yes"". On the face of it there is nothing to separate the Sixteenth Street Baptist Church from dozens of others. The denomination's churches run to more than four pages in the Birmingham telephone book. Down in the basement, though, among black and white photographs of the church's former pastors, old banners and a model of the slave ship Spirit of Amistad is the artefact resting on beige and white linoleum tiles that makes Sixteenth Street different. It is a timepiece, made by the Radio Advertising Clock Co, with its hands forever at 10.22, the red seconds indicator at 43 seconds, the time when the electricity supply failed. This was the place and this the time at which a bomb made out of 19 sticks of dynamite exploded on September 15, 1963: when the rubble had settled and the dust cleared enough for anyone to tell, four Sunday school girls in their best white dresses and black patent leather shoes were dead. Today, nearly 38 years later, that clock in a sense starts to tick again on one of the deadliest events of the sixties civil rights struggle, when 62-year-old Thomas Blanton finally goes on trial accused of murdering the girls, one aged 11, the others 14. No one was charged then, even though a FBI report named the likely killers, because witnesses were scared to testify and it was thought unlikely that any jury would convict. ""No one believed that a local jury would return any kind of guilty verdict, so things just sat for a while,"" says Robert Langford, the retired FBI supervisor who reopened the case in 1994 after talking to black leaders. Blanton would have been joined in the dock by another former member of the Ku Klux Klan had not the court ruled last week that 71-year-old Bobby Frank Cherry is mentally and physically unfit to stand trial, at least for the time being. ""It's a good time, a very opportune time to become mentally incapable,"" says Sixteenth Street's assistant pastor, the Reverend Joseph Decatur, standing beside the door that leads to the room where the girls died. ""I think it will give people closure if they can bring it to a conclusion but now that the men are not being tried together, that's going to prolong the issue. These men have been allowed to grow old and even if they are convicted they won't have long to serve because they're going to die soon. ""I really think it would be a travesty if they were found not guilty. People would be very upset and would express that vociferously but I don't think there would be any violence. Black people realise that they've come so far that they will never go back."" Some black people, certainly. The church is part of a complex known as the civil rights historic district and Birmingham promotes its constituent parts on the guide to the city's attractions in precisely the way it does the vintage motor sports museum, Visionland amusement park (the newest in the South) and the zoo. Across the street from the church is the Civil Rights Institute, whose mission is to follow the path of the city's part in the movement to have black people treated as equals. Opposite the institute is Kelly Ingram park, where protesters would gather almost 40 years ago before setting off on civil rights marches. Here birds twitter above a statue of Martin Luther King Jr, sculptures of heroes who endured beyond provocation, and representations of police setting slavering dogs on young blacks. Carvings in stone say at each entrance that it is a ""place of revolution and reconciliation"". Come dusk, this holy place in the movement's history is also a gay pick-up spot and hang-out for the homeless. Behind a monument, out of sight of the landmark sites, the Adamsville Church of God operates a soup kitchen from a truck for a dozen people, most of them men, all of them black. ""I just come down here to chill out and to see if I can get me a drink,"" says Jimmy Pless, a 47-year-old former truck driver. ""It's a gay park. This is where we come. The trial? The bombing happened a long time ago. Let God be the judge, let him do what he's got to do. I don't think we should be having the trial after all this time."" His is not the majority view among the quarter-million population of a two-thirds black city that is proud of its transformation from reliance on steel and coal to a medical and technology centre. But still, you can park your car for two-and-a-half hours at a meter in exchange for 25 cents and Mr Pless's bottle of wine costs $2.65. A local radio station is asking listeners to get in touch: ""Call in to our poll on Frank Cherry. Is he really unable to help with his defence or is he just gold-bricking?"" It is barely worth mentioning the response. An FBI memorandum delivered in 1965, 18 months after the killings, said: ""The bombing was the handiwork of former Klansmen Robert E Chambliss, Bobby Frank Cherry, Herman Frank Cash and Thomas E Blanton jr."" Blanton is said to have driven his '57 Chevy to the church and waited with the others while ""Dynamite Bob"" Chambliss set the bomb. Chambliss was eventually found guilty in 1977, dying in jail eight years later; Cash died without ever facing a jury; Cherry might never come to trial now; which leaves only Blanton, a chip off the old racist block, son of Pops Blanton, a notorious Birmingham white supremacist. Mark Potok, a spokesman for the Southern Poverty Law Centre, says that racist groups are not exactly rallying to the Blanton cause. ""Even if you believe in racial separation, it's difficult to get behind the murder of four little girls. It's also a trial from another era. It's like trying a Nazi war criminal."" That era was one in which blacks, now Afro-Americans, were referred to as negroes in polite society; when freelance bigots performed the role in which today police in cities such as New York, Los Angeles - and now Cincinnati - are cast. There was no direct reference during the Sixteenth Street Easter service to the bombing so long ago, but a reading from Luke 23:24 might have been taken as one: ""And Jesus said: 'Father forgive them; for they know not what they do.'""",2001-04-16T00:50:32Z,"{'polarity': 0.005747448669135409, 'subjectivity': 0.3821880595976981}",0.3821880595976981
society/2001/may/31/asylum,Amnesty attacks Britain on asylum,World news,https://www.theguardian.com/society/2001/may/31/asylum,"Britain's treatment of refugees is attacked in Amnesty International's annual report published yesterday. And the report criticises the country's record on human rights, notably in Northern Ireland. It described an ""alarming shortfall"" in access to legal advice to dispersed asylum seekers, many of whom had been sent to areas where the local people had no experience of living with them. Up to 1,000 asylum seekers were being held in detention at any one time, it said. Amnesty condemned what it called negative media coverage which ""pandered to racial prejudice and created a hostile environment for many refugees"". The largest groups of asylum-seekers were from Afghanistan, Sri Lanka and Somalia, according to Home Office figures. All three countries had poor human rights records, Amnesty noted. Seven hundred Afghan refugees were seeking asylum in April, an increase of 38% on January's figures. Kate Allen, Amnesty International's UK director, said yesterday: ""It is clear that the journey from Afghanistan to the United Kingdom is one from desperation to despair. ""How can we claim to be a just and tolerant society when we greet those fleeing persecution with such hostility and suspicion?"" Amnesty spokesman Brendan Parry said: ""When people think of asylum-seekers they often don't consider what these people are fleeing. ""There are death sentences for political reasons, torture, punishments such as floggings, stonings and amputations and severe restrictions on social freedom. To be so dismissive of them is really adding insult to injury."" In Northern Ireland, said Amnesty, the 2000 Police Act ""failed to highlight the centrality of human rights protection"" and did not include all the measures for police accountability recommended by the 1999 Patten Report. It pointed to the lack of a public inquiry into the killing of the Catholic lawyer Patrick Finucane by loyalist paramilitaries in 1989 and said no action had been taken against RUC officers accused of issuing death threats against Rosemary Nelson, killed by a loyalist car bomb in 1999. Amnesty noted that the coroner leading the inquest into Robert Hamill, kicked to death in Portadown in 1997, ""decided he was unable to hold an inquest because he could not guarantee the safety of a key witness"". Amnesty pointed to deaths in police custody, ill treatment and disputed killings by the police in Britain, including the death of Harry Stanley, shot dead in September 1999 in Hackney, east London, while walking home carrying a repaired table leg in a bag. Mr Stanley had stopped in a pub where a customer mistook his Scottish accent for Irish and the table leg for a shotgun and alerted the police. Armed police approached Mr Stanley from behind after he left the pub and reportedly shouted a warning, noted Amnesty. He did not stop and when he turned round, reportedly after another police shout, he was shot dead. The crown prosecution service decided not to bring criminal charges against the police. In March, Stuart Melchor, a black warehouse manager called to a suspected burglary in north-west London, was bitten by a police dog and clubbed with truncheons by police who mistakenly presumed he was breaking into the building. The human rights movement had grown in strength and the internet had given birth to a network of protest movements promoting causes ranging from the environment to anti-capitalism and third world debt relief, Amnesty's secretary general, Pierre Sane, reported. Yet the Amnesty report documented extrajudicial executions in 61 countries last year, as well as prisoners of conscience in at least 63 countries, arbitrary arrest or detention in 30 countries and torture and ill treatment in 125 countries.",2001-05-31T09:13:14Z,"{'polarity': -0.0693798449612403, 'subjectivity': 0.3248062015503876}",0.3248062015503876
world/2001/apr/27/catholicism.religion,Monks protest at Pope as Greece goes on strike,World news,https://www.theguardian.com/world/2001/apr/27/catholicism.religion,"Monks at the all-male community of Mount Athos, one of the most revered places in Orthodoxy, will stage an all-night vigil tonight to pray against the Pope's historic visit to Greece next Friday. Their protest comes amid mounting anger by rank-and-file clergy at the church leadership's decision to lift long-held objections to a papal visit. Greece is currently engulfed in a tide of strikes against the Socialist government's social security reforms. Hundreds of thousands of workers took to the streets across the country yesterday, shutting down schools and offices, halting public transport and closing down the media. Even priests heeded the strike call. If the papal visit goes ahead, religious conservatives have predicted widespread protests, and even violence. The 80-year-old John Paul II will pay a 24-hour visit to Greece next Friday to retrace the footsteps of St Paul the Apostle, making him the first pope to visit the country since the ""great schism"" of 1054 which split Christianity into eastern and western branches. The Pope will make a pilgrimage to the Areopagus, the hill to the west of the Acropolis where St Paul preached the Sermon of the Unknown God. He will also celebrate mass at the Olympic indoor sports stadium. The tour then takes him to Syria and Malta. Moderates within the Greek Orthodox church hope the trip will help heal nearly 1,000 years of deep distrust between the churches. Many Orthodox faithful blame the Vatican for what they perceive to be centuries of misdeeds against them - from the sacking of Constantinople by crusaders in 1204 to the bombing of Orthodox Serbia in 1999. ""We expect the Pope to make a humble gesture of love and apology,"" said Haris Konidaris, the spokesman for Archbishop Christodoulos, the head of the Greek church. ""Then the fanatics here will be silenced."" The archbishop has repeatedly called for calm from Greece's ultra-Orthodox groups, including the influential Old Calendarists, who boast some 800,000 followers. ""The faithful will take to the streets; blood could be shed,"" warnedone black-robed monk. ""Out with the two-horned beast, the Pope of Rome 666!"" read a banner. ""No to the leader of heresy,"" read another. Police have tightened security at Catholic churches across Greece. But fears for the Pope's safety have been raised since the weekend, too, when a home-made bomb exploded outside the offices of the Ecumenical Patriarchate in Athens. No one was hurt in the afternoon blast, which was claimed by anarchists. Last week, Bartholomew I, head of the Eastern Orthodox church whose seat is in Istanbul, had welcomed the papal trip and he accused opponents of displaying ""ecclesiastical provincialism"".",2001-04-27T11:03:52Z,"{'polarity': 0.02413194444444445, 'subjectivity': 0.3097222222222222}",0.3097222222222222
world/2001/jan/03/israel,Militants hold gun to Arafat's head,World news,https://www.theguardian.com/world/2001/jan/03/israel,"The Islamic militant group, Hamas, issued a deadly threat yesterday to the Palestinian leader, Yasser Arafat, warning that it would turn its campaign of terror against him should he agree to a peace deal with President Bill Clinton. The leader of Hamas on the West Bank, Hassan Youssof, in an interview with the Guardian, accompanied the chilling warning with a prediction that Mr Arafat would be forced to reject the proposed settlement. Until now, Hamas, the most feared of the Palestinian guerrilla groups, has struck only against Israeli targets. Although it has long opposed Mr Arafat's peace negotiations, it is now threatening to extend its campaign of violence to the Palestinian Authority leadership. Mr Youssof said the political danger for Mr Arafat was that he could end up being confronted not only by Hamas but also a breakaway from his own organisation, Fatah, which he claimed had established strong links with Hamas since the uprising began in September. The Hamas warning adds to the already enormous pressure on Mr Arafat, who met Mr Clinton in Washington last night to discuss the US peace plan. Mr Youssof said all three key elements of the proposed peace settlement - the fate of the Palestinian refugees, the future of the Jerusalem holy site and the territorial division - were unacceptable. He added: ""As a Palestinian organisation, we refuse any agreement that does not give the Palestinian people three things: the right of its refugees to return to their homes; all of Jerusalem; and gets all settlers out of the West Bank and Gaza."" The US proposals offer none of those. Mr Youssof, 49, who has been jailed by Israel and the Palestinian Authority, hinted strongly that Israel could expect a return to suicide bombings, a campaign that created terror in Israel between 1994 and 1996. ""Hamas will not stop fighting and bombing until the occupation is over,"" he said. Israel has suffered two big bomb explosions in the last week, one in Tel Aviv and the other, on Monday night, in the coastal town of Netanya in which more than 30 people were wounded. Israeli police said that one of those it believed to be responsible for planting the bomb was in a critical condition. Hamas described the bombing as the ""holy right"" of the Palestinian people but did not accept responsibility, which was claimed by a previously unknown group, the Vanguard of the Popular Army. Hamas often denies responsibility in order to avoid retaliation or a crackdown. Hamas, which was partly financed by the Islamic terrorist Osama bin Laden until he had to flee from Sudan in 1996, was founded in 1987, during the first intifada. The first Hamas suicide bomber killed eight Israelis when he rammed a car filled with explosives into a crowd in northern Israel in April 1994. The casualty rate over the next two years was high, as was the psychological toll on Israelis because the willingness of the bombers to die meant they could strike almost anywhere. The campaign was brought to an end when Mr Arafat, under pressure from Israel, jailed about 900 members of Hamas, most of them since released. Mr Arafat worked against Hamas with the CIA and Israeli intelligence, Mossad. Mr Youssof said he could not predict what individual cells of the Izzedine al-Qassem, the armed wing of Hamas, were plotting but he regarded suicide bombings as a justifiable Palestinian response to Israel's use of all the weapons in its arsenal other than nuclear and chemical weapons. ""We have a rule from the Koran and Mohammed that we should not kill any animal or people. [But] we use this kind of bombing to frighten them into stopping killing our people and children."" If, as Mr Youssof expects, Mr Arafat has no choice but to reject the deal because of the division it would create among Palestinians, he predicted that Hamas would join forces with Fatah - the biggest grouping within Mr Arafat's Palestinian Liberation Organisation - and other Palestinians in a united and bigger effort against Israel. ""Fatah is now with Hamas,"" he said. Confronted by Israelis killing Palestinians, Mr Youssof said the Palestinians had no choice: ""If people go to your home to kill one or two of your kids or throw you out on to the streets, will we give them roses or will we fight?"" Hamas had been increasingly isolated within Palestinian society because of its opposition to the peace process that led to the Israeli-Palestinian agreement at Oslo in 1993. But support for Hamas has increased since the latest intifada began in September, especially in universities. Mr Youssof said the strength of feeling against the peace negotiations would be underlined in huge demonstrations planned for tomorrow in the West Bank. ""Seven years of negotiation with Israel did not give us anything of our rights but it has doubled the number of [Israeli] settlements, closed down our economy, destroyed homes, and given them control of the whole of Jerusalem."" Israel blames Mr Arafat for the resurgence of Hamas violence because he released many of the group's members from jail soon after the latest intifada began. Palestinian Authority leaders claim that, although they did release them from jails because they were under threat from Israeli helicopter attacks, almost all of them have been rearrested. Part of the reason Mr Arafat threw open the jails was because of demonstrations in favour of the release of Hamas in places such as Nablus. However, Mr Youssof said that of the 120 held in Palestinian Authority jails before the intifada, only 25 had been rearrested. More than 1,200 Hamas members are held in Israel. He admitted that the alliance of the Palestinian, Israeli and US intelligence agencies had weakened Hamas. Its bomb-makers and others with technical experience had been singled out and assassinated. But Mr Youssof said Hamas would emerge stronger from the intifada. Useful links Yasser Arafat's office Ehud Barak's office Palestinian National Authority Israeli government Hamas",2001-01-03T01:04:49Z,"{'polarity': 0.12863282419886193, 'subjectivity': 0.5069242288110212}",0.5069242288110212
world/2001/jun/19/israel,Eta 'sold Hamas bombers dynamite',World news,https://www.theguardian.com/world/2001/jun/19/israel,"The Hamas suicide bombers who have wreaked havoc in Israel recently are being resupplied with explosives by the Basque separatist group Eta, Spain's El Mundo newspaper claimed yesterday. The Spanish interior minister, Mariano Rajoy, said yesterday he could not confirm El Mundo's report, which was based on information from ""unnamed separatist sources"". But he said he would not be surprised if it was true. ""On numerous occasions we have had clear proof of the relationship between terrorist groups,"" he said. The Spanish news magazine Tiempo, in a separate report, quoted unnamed French police sources as confirming that a deal had been struck between Hamas and Eta at a meeting last September in northern Italy. That deal, police said, saw Eta sell a stock of Titadine dynamite, stolen from a French factory by a commando unit made up of members of Eta and the Breton Revolutionary Army (BRA), for small arms and money. The explosives apparently came from a haul of eight tonnes of dynamite stolen from a Titadine factory in Plevin, Brittany, in September 1999. The dynamite was split between Eta, which was at the time nominally observing a unilateral ceasefire, and the BRA. Although French police recovered part of the explosives, Eta kept up to four tonnes of dynamite - several times what it has used in the 19 car bombs it has planted in Spanish cities since then. El Mundo said Hamas and Eta were brought together by a middle eastern arms dealer. ""The material was handed over in an eastern European country where there are organised mafia groups trading in arms, and specialists in money laundering,"" the French sources told Tiempo. They did not say when the explosives were handed over, nor whether they had reached Israel. Israeli diplomats in Madrid said they could not confirm the deal or a visit allegedly made by 10 Hamas members to the Basque country over the New Year. ""But it seems logical that two terrorist groups should work together,"" said an embassy spokesman. However, an Israeli expert on Islamic militant groups was sceptical. ""I don't think Hamas needs to import explosives from Eta,"" said Ely Karmon of Israel's International Policy Institute for Counter-Terrorism. ""Hamas has their own laboratories in the territories, and the necessary people and materials to prepare explosives."" He said Hamas bombers generally used poor-quality, locally made chemical explosives, boosting their lethal effect by packing bombs with nails, ball bearings and bullets. Mr Karmon also said it would be very difficult for Hamas, which had not shown a network beyond the Israeli-occupied territories, to smuggle explosives into that area. The military wing of Hamas, Izzedine al-Kassem, has claimed seven suicide attacks inside Israel since the election of the hardline prime minister, Ariel Sharon. The deadliest by far was the June 1 bombing of a disco on the Tel Aviv beach front which killed 20 Israelis, mainly teenage girls. Before that attack, Israeli intelligence officials had said Hamas's bombing capabilities had been crippled by Israeli assassinations of key engineers, and by the Palestinian Authority's detention of several military figures. Eta has killed 30 people since it returned to arms after ending a 14-month ceasefire last January; 16 of those were killed by bombs made with the dynamite stolen from Plevin. The BRA has also used the explosives in bomb attacks, killing a 27-year-old woman employee of a McDonalds hamburger restaurant in Quévert last April. But it later handed back a large quantity of explosives as a sign that it was not prepared to take the armed campaign any further. Eta, reportedly concerned that it could no longer store the ageing Titadine safely, replenished its explosive supplies with a second raid in France in March this year. The raid was carried out at an explosives warehouse near Grenoble by eight masked gunmen who stole 1.6 tonnes of dynamite and 20,000 detonators.",2001-06-19T01:02:32Z,"{'polarity': 0.005448898927159795, 'subjectivity': 0.27535761340109166}",0.27535761340109166
world/2001/jun/13/1,41 countries send children into war,World news,https://www.theguardian.com/world/2001/jun/13/1,"Three hundred thousand children under-18 are participating in hostilities in some 41 countries affected by serious ongoing armed conflict, according to a new report from the Coalition to Stop the Use of Child Soldiers. The report is highly critical of Britain - one of the few western countries to use minors in combat: ""The United Kingdom has persistently objected to raising the international minimum age for voluntary recruitment and participation in hostilities to 18. ""Within Europe the UK has the lowest minimum age for recruitment, the highest recruitment of under-18s into the regular armed forces and the lowest deployment age. The UK is also the only European country to send minors routinely into battle,"" it says. One of the worst affected countries is Sierra Leone, where thousands of children have been forcibly recruited into some of the most vicious fighting in the world today. One former child soldier at a care centre in Lunghi run by the charity Caritas Makeni described how he had taken part in cross-border raids into Guinea. There they would surround villages and press gang the youths into rebel forces - a method similar to that used by the Revolutionary United Front several years ago. While hundreds of children have been demobilised in recent weeks, there is concern that many in Sierra Leone's civil defence force (CDF) will fail to be counted. The disarmament process requires one weapon to be handed over for each person entering demobilisation. As each CDF detachment consists of about 30 people (about a third of them children) sharing around three weapons, care workers fear the numbers are severely under-reported. Children serving in pro-government militias such as the Kamajors and Gbethis are mostly volunteers, unlike those abducted by the RUF. But Alphonso Bagni of Caritas said: ""Children serving in the CDF have often been as corrupted by the use of arms as those with rebel units. ""Ten-year-old kids fighting on the front line or demanding money while manning road-blocks often end up almost as badly socialised as the children abducted by their opponents."" The danger of failing to demobilise pro-government militias was demonstrated by an incident last year involving the theoretically pro-government West Side Boys last year. After the derailment of the peace process in May 2000, they began a campaign of pillage that culminated in the kidnap of British military advisers in August. In September British troops raided their hideout. The captives were freed but a rescuer was killed. Olara Otunnu, UN special representative for children and armed conflict, says it is vital to give Africa's lost generation a stake in the peace: ""They have no choice but to deal with the children of war. They could be sitting on a time-bomb."" Rory McGovern, of the Coalition, said: ""What happens in Sierra Leone will be a litmus test for efforts to stop child soldiering around the world. The international community knows what is needed - now we need to see the resources and political will to make it work."" Due to the sensitivity surrounding the use of child soldiers in Sierra Leone, and the stipulation that no one under 18 is deployed in the new army being established by Britain's military training team (Matt), none of the army's estimated 5,000 17-year -olds are deployed there. The UN recently forbade the use of under-18s in peacekeeping but British troops in the Nato-led K-For and S-For have no such restrictions. Lisa Alfredson, a spokeswoman for the Coalition, said: ""It's ironic that Britain should itself recruit at the age of 16 and insist that the armies it is training should have a minimum recruitment age of 18."" Although Britain has signed the optional protocol to the Convention on the Rights of the Child - the May 2000 amendment to the international law governing the rights of children which stipulates 18 as the minimum age for recruitment - it has exercised ""an interpretative declaration"" on deployment.",2001-06-13T01:04:04Z,"{'polarity': -0.031630076272933405, 'subjectivity': 0.3261692672406958}",0.3261692672406958
world/2001/apr/18/usa.julianborger,Bunker-busting US 'mini-nukes' alarm scientists,World news,https://www.theguardian.com/world/2001/apr/18/usa.julianborger,"The Pentagon is examining the feasibility of producing a low-yield nuclear warhead capable of hitting deep fortified targets such as Saddam Hussein's underground bunkers. But US scientists warned yesterday that ""mini-nukes"" would lower the threshold of nuclear war. The Pentagon is due to report to the Senate in July in response to a Republican request to it and the energy department to find a way of destroying ""hardened and deeply buried targets"". But a Pentagon spokesman insisted yesterday that work on mini-nukes had not yet begun. ""The 2001 defence authorisation bill authorises us to review the requirements for a weapon to use against hardened and deeply buried targets,"" Lieutenant-Colonel Steve Campbell said. ""There has been no research and development."" A 1994 law prohibits the US developing a nuclear warhead of less than 5 kilotonnes, lest ""low-yield nuclear weapons blur the distinction between nuclear and conventional war"". The request by two Republican hawks, Senators John Warner and Wayne Allard, to find a way of destroying targets such as underground bunkers directly challenges that law. Testing a mini-nuke would breach the 1996 comprehensive test ban treaty, too. There is thought to be support for developing such a weapon in the energy department's nuclear research laboratories and the Pentagon. An adviser to the defence secretary, Donald Rumsfeld, told the Washington Post this week that President Saddam would not be deterred by any of the nuclear warheads in the US arsenal, ""because he knows a US president would not drop a 100-kilotonne bomb on Baghdad"". In theory a mini-nuke missile released by a plane would point towards its target and fire its rocket motors, driving it deep underground. The weak nuclear charge would be exploded after a time-delay and the blast, supporters say, would be contained in the hole dug by the missile. But a report by the Federation of American Scientists argues that the Earth-penetrating bombs now being tested have only penetrated 6 metres (20ft) below the surface. A nuclear blast at that depth, the report says, ""will simply blow out a huge crater of radioactive material, creating a lethal gamma-radiation field over a large area"". Robert Sherman, head of the federation's nuclear security project, said: ""We have gone 56 years without a nuclear weapon being used anywhere. There is universal recognition that once you use the first nuclear weapon it becomes a great deal easier for someone to use the second. ""Its incredibly stupid to think you can use a small nuclear weapon, cross the nuclear firebreak and get away from it. ""Trying to sell it on the rationale that it can be used without collateral damage and that will be the end of it ... is incredibly irresponsible.""",2001-04-18T01:30:08Z,"{'polarity': 0.02159863945578232, 'subjectivity': 0.40688775510204084}",0.40688775510204084
